customer_id,first_name,last_name,email,phone,date_of_birth,gender,annual_income,pan_number,aadhar_number,city,state,pincode,customer_since,kyc_status,credit_score,risk_category,is_active
CUST_000038,FirstName38,LastName38,rcptdjiq@outlook.com,,1996-01-11,Male,1127690.46,ZNGTE5054D,702968646621,Pune,Rajasthan,505426,2020-03-16,Rejected,809,Medium,True
CUST_000039,FirstName39,LastName39,nuscpvoi@gmail.com,+915447962757,1942-12-28,Male,1306732.67,KQUBR6582Y,333991547054,Ahmedabad,Maharashtra,232361,2016-04-25,Rejected,675,Medium,True
CUST_000040,FirstName40,LastName40,opryjton@outlook.com,+915431027868,1947-05-25,Male,1467268.06,,829221783073,Hyderabad,Telangana,844007,2016-09-18,Pending,607,Low,True
CUST_000041,FirstName41,LastName41,yqundfdu@gmail.com,,1959-07-23,Female,1146252.18,UVBZR7785D,398127318510,Pune,Uttar Pradesh,158104,2016-09-05,Pending,468,Low,True
CUST_000042,FirstName42,LastName42,siyxvgqo@yahoo.com,+914981829922,1982-10-24,Male,1716554.01,,149676845536,Jaipur,West Bengal,773088,2019-08-08,Rejected,715,Medium,True
CUST_000043,FirstName43,LastName43,rekmidwi@hotmail.com,,1957-08-08,F,374260.97,HJQGW2595E,361076876068,Jaipur,Rajasthan,622987,2019-08-01,Verified,702,High,True
CUST_000044,FirstName44,LastName44,gpbhpvrh@gmail.com,+911624565060,1976-09-07,Male,1195801.27,BMUGZ9121J,655584870921,Hyderabad,Karnataka,308727,2024-09-13,Rejected,341,Low,False
CUST_000045,FirstName45,LastName45,undxdyik@hotmail.com,+919588879470,1963-06-22,M,1963816.46,PUTSA7499F,184188319168,Ahmedabad,Karnataka,649697,2024-07-05,Rejected,548,Low,True
CUST_000046,FirstName46,LastName46,selkkfnp@outlook.com,+910283857865,1951-08-18,Male,1183291.79,RWSVG7334N,468449945150,Kolkata,Tamil Nadu,823769,2022-06-16,Pending,580,Medium,True
CUST_000047,FirstName47,LastName47,rjzvyuhh@gmail.com,+915747338484,1948-02-20,F,636424.47,RNQBK7120Z,358764614193,Ahmedabad,Rajasthan,782139,2018-05-11,Pending,360,Low,True
CUST_000048,FirstName48,LastName48,gtwaxkvy@gmail.com,+916724004991,1999-06-10,Female,1980379.05,,521534991216,Mumbai,Telangana,929179,2019-10-22,Verified,479,High,True
CUST_000049,FirstName49,LastName49,xvncredi@yahoo.com,+910463745499,1940-05-21,Male,1446983.46,BCHKM4145Q,459027927298,Ahmedabad,Karnataka,577079,2024-06-14,Rejected,782,High,True
CUST_000050,FirstName50,LastName50,vtrpunnj@gmail.com,+910883982258,1968-02-22,F,1490452.34,MXLBD6790N,604912921981,Pune,West Bengal,956113,2015-12-07,Rejected,374,Low,True
CUST_000051,FirstName51,LastName51,sobxzmhe@yahoo.com,+916567661825,1947-03-18,Female,1151916.57,TFAAH8686V,505571824078,Hyderabad,Karnataka,389039,2018-12-25,Verified,332,High,True
CUST_000052,FirstName52,LastName52,twafcaps@gmail.com,+913067383028,1958-04-27,Male,1239454.67,UVFWZ8364G,386994019376,Pune,Uttar Pradesh,619696,2015-06-21,Rejected,690,High,True
CUST_000053,FirstName53,LastName53,kdjtmwhs@outlook.com,+910866882634,1953-06-21,M,1860006.99,WCTEG9901E,455574343201,Chennai,Telangana,417915,2015-04-07,Rejected,420,High,True
CUST_000054,FirstName54,LastName54,mgpfxouj@hotmail.com,+914458771753,1963-06-14,M,,FDGYP6423I,722386475853,Chennai,Rajasthan,677390,2020-05-25,Pending,802,Medium,True
CUST_000055,FirstName55,LastName55,uesmxoqb@gmail.com,+911006231203,1972-08-12,M,1312103.42,RQMMA8600N,550181905550,Kolkata,Maharashtra,626611,2021-03-04,Verified,836,Low,True
CUST_000056,FirstName56,LastName56,qgjucylg@yahoo.com,+914101666870,1980-01-23,F,348835.02,WRIZZ8033X,879046385762,Mumbai,Delhi,817675,2019-09-19,Rejected,333,Low,True
CUST_000057,FirstName57,LastName57,iyptskce@yahoo.com,,1946-07-08,M,813066.94,UYJUA4773I,715067961650,Bangalore,Gujarat,189856,2024-05-26,Verified,375,Low,True
CUST_000058,FirstName58,LastName58,juekjcyl@hotmail.com,+911212678886,1946-01-03,Male,1197595.65,PUWAK1839N,723732750139,Bangalore,West Bengal,415759,2019-08-05,Verified,471,Medium,True
CUST_000059,FirstName59,LastName59,hujysmql@yahoo.com,,1992-11-20,F,740783.51,QSLEJ5479U,633960473288,Kolkata,Gujarat,482746,2016-10-07,Rejected,484,High,True
CUST_000060,FirstName60,LastName60,asyfuvbw@outlook.com,+917243426617,1978-08-19,Female,1161861.32,YWKAZ8911U,681632325574,Lucknow,Maharashtra,690579,2021-06-26,Pending,408,Low,True
CUST_000061,FirstName61,LastName61,nnpolkup@yahoo.com,+915071461125,1959-06-15,F,1138006.69,ICTLB0105R,369242737441,Jaipur,Karnataka,678719,2017-06-18,Pending,773,Low,True
CUST_000062,FirstName62,LastName62,qerktwll@gmail.com,+913341918255,1952-08-04,Male,1407262.57,,587392474715,Lucknow,Delhi,804758,2017-06-04,Verified,612,Low,True
CUST_000063,FirstName63,LastName63,snkdjeqs@yahoo.com,+918274225790,1995-06-01,Female,445762.49,VZMMS6772C,150539598969,Kolkata,Maharashtra,388204,2018-09-10,Verified,768,High,True
CUST_000064,FirstName64,LastName64,toccuvjv@gmail.com,+917836134074,1962-02-15,M,1596136.97,FVPIS6292U,439017966873,Lucknow,Telangana,658136,2019-10-18,Verified,631,High,True
CUST_000065,FirstName65,LastName65,oynxvdtk@gmail.com,+914223253672,1976-11-09,Female,875310.19,,252671532017,Hyderabad,Delhi,934328,2023-07-07,Pending,516,Medium,True
CUST_000066,FirstName66,LastName66,vipomirb@gmail.com,+917012770632,1996-11-10,F,,WCJCR2064T,483667610401,Delhi,Delhi,101139,2018-08-03,Verified,531,High,True
CUST_000067,FirstName67,LastName67,asvzkdbj@gmail.com,,1976-01-20,F,992178.96,TQDKS3112T,729157182314,Pune,Telangana,929504,2017-04-09,Rejected,386,Low,True
CUST_000068,FirstName68,LastName68,ppurwrhn@yahoo.com,+916403761379,1944-09-01,Male,1881063.92,DWPJS7109B,529538956527,Mumbai,Maharashtra,927630,2021-09-10,Rejected,813,Medium,True
CUST_000069,FirstName69,LastName69,kqndccxz@yahoo.com,,1945-07-04,Female,1302134.23,BRREA2027Y,956879420474,Kolkata,Karnataka,489933,2017-12-25,Pending,420,Low,True
CUST_000070,FirstName70,LastName70,lngzqmnb@yahoo.com,+915241913800,1994-01-08,M,,JDYWN6353K,624146407626,Delhi,Telangana,225200,2023-11-02,Verified,528,High,True
CUST_000071,FirstName71,LastName71,ybmhvioa@yahoo.com,+914949375973,1986-09-25,F,471019.48,YANQS0506W,603823951801,Chennai,Uttar Pradesh,349736,2021-08-02,Verified,586,Low,True
CUST_000072,FirstName72,LastName72,xnsjzccd@outlook.com,+911990623445,1999-07-23,Male,772503.89,GBFUP2127L,766026205010,Jaipur,Telangana,907756,2018-08-10,Pending,571,Low,False
CUST_000073,FirstName73,LastName73,vsbvicgj@gmail.com,,1969-02-26,F,418615.86,BUFEK1994X,222812925970,Delhi,Tamil Nadu,777366,2022-03-03,Pending,425,Low,True
CUST_000074,FirstName74,LastName74,bylsmjlj@yahoo.com,+914472099934,1971-07-18,Female,,GDEXN8065L,894056175477,Lucknow,Uttar Pradesh,437226,2021-05-06,Verified,626,High,True
CUST_000075,FirstName75,LastName75,xubzntzz@gmail.com,+913348039652,1951-04-19,Male,1651178.41,SXASY9293V,906482762732,Kolkata,Karnataka,614259,2015-02-02,Verified,524,Low,True
CUST_000076,FirstName76,LastName76,axfdsxvi@gmail.com,+912921851569,1946-06-10,Male,445613.0,DYUZR2895F,387260785855,Kolkata,West Bengal,233534,2017-12-01,Rejected,700,High,False
CUST_000077,FirstName77,LastName77,xzfoydtg@hotmail.com,+912157043315,1956-02-24,M,286665.42,KKEKX5861V,469531831387,Ahmedabad,Delhi,938016,2015-05-01,Pending,567,Low,True
CUST_000078,FirstName78,LastName78,xebyzizx@gmail.com,,1966-12-18,Male,1389076.21,HCJNM0506C,886936799898,Delhi,Maharashtra,317005,2017-11-10,Verified,784,Low,True
CUST_000079,FirstName79,LastName79,kmrcoexj@outlook.com,+910477434902,1988-12-22,M,354273.16,,877986868410,Chennai,Rajasthan,413369,2016-07-28,Rejected,335,High,True
CUST_000080,FirstName80,LastName80,nozdylye@yahoo.com,,1960-12-26,M,356649.39,NNWMX0998U,284365625517,Bangalore,Karnataka,694116,2024-10-25,Verified,408,High,True
CUST_000081,FirstName81,LastName81,uwwwgrom@yahoo.com,+914629960653,1943-12-16,Male,,AVHHM1324Z,825953066216,Kolkata,Gujarat,734366,2016-04-15,Verified,716,High,True
CUST_000082,FirstName82,LastName82,njbubsku@gmail.com,+912330307053,1957-06-27,Female,,QDAJP2798I,367944716747,Delhi,West Bengal,128783,2021-01-06,Rejected,519,Low,True
CUST_000083,FirstName83,LastName83,rgkautax@yahoo.com,+919034944665,1969-05-07,Female,743861.16,NQPAZ5899H,277174657836,Delhi,Telangana,389913,2020-05-09,Rejected,605,Low,True
CUST_000084,FirstName84,LastName84,txuuprrs@outlook.com,,1986-12-08,Female,1831747.71,RMWWW2417D,523785031958,Bangalore,Telangana,786224,2016-04-12,Verified,614,Medium,True
CUST_000085,FirstName85,LastName85,ighwmwpy@gmail.com,+917381684602,1948-04-11,Female,1976944.88,,195010632635,Ahmedabad,West Bengal,319553,2017-10-25,Verified,801,Low,True
CUST_000086,FirstName86,LastName86,lllmansy@hotmail.com,+918300335421,1964-09-19,Male,500636.34,VHHTP5625Z,903158217837,Chennai,Karnataka,951452,2021-01-08,Verified,434,Low,True
CUST_000087,FirstName87,LastName87,pejqawgn@gmail.com,+919010016761,1975-05-16,F,569890.85,SAKCN9926V,271878663747,Lucknow,Delhi,396439,2016-02-16,Verified,504,Medium,True
CUST_000088,FirstName88,LastName88,zjkeoxrm@yahoo.com,+910011972181,1986-12-04,Male,,LZGBV0455K,289822750478,Mumbai,Maharashtra,993385,2017-11-21,Verified,636,Medium,True
CUST_000089,FirstName89,LastName89,ygtjickl@outlook.com,+917621202169,1970-10-22,Female,526269.01,JIASV2771X,822016170301,Delhi,West Bengal,786789,2020-01-23,Rejected,837,High,True
CUST_000090,FirstName90,LastName90,ozrinscr@yahoo.com,+917562890028,1994-08-28,Female,,BMGZB3866V,229171618633,Ahmedabad,Rajasthan,192295,2022-08-11,Verified,809,High,True
CUST_000091,FirstName91,LastName91,ckoacpqh@yahoo.com,,1970-12-22,Male,,CTFIV4885S,175032032560,Ahmedabad,Karnataka,961760,2021-02-09,Rejected,500,Low,True
CUST_000092,FirstName92,LastName92,wfveitbq@gmail.com,+917798270808,1999-07-27,Female,,UXSEV1699X,925961628545,Pune,Tamil Nadu,386886,2021-06-10,Pending,436,Low,True
CUST_000093,FirstName93,LastName93,sthswsyq@yahoo.com,+913945228851,1988-06-18,Female,1249051.29,YSRXN6081A,338117122263,Mumbai,Tamil Nadu,379947,2017-05-22,Pending,449,Low,True
CUST_000094,FirstName94,LastName94,htavcwtw@outlook.com,+913840666580,1940-12-09,F,,UWVXS5989E,417049483865,Ahmedabad,Karnataka,815819,2016-03-06,Rejected,826,Low,True
CUST_000095,FirstName95,LastName95,lodpgise@yahoo.com,+915909479851,1990-12-11,F,,NUDNK5335I,580939319229,Lucknow,Uttar Pradesh,597923,2023-11-01,Verified,654,Medium,True
CUST_000096,FirstName96,LastName96,qxgbxjuc@hotmail.com,+918408588770,1958-11-07,Male,1125010.46,YEYNA1336V,436882176148,Pune,Delhi,883171,2017-01-15,Rejected,639,Low,True
CUST_000097,FirstName97,LastName97,egbvxklk@hotmail.com,+910618091901,1962-09-04,Male,1616405.42,HCUKJ0728F,740683245898,Kolkata,Karnataka,412534,2020-01-18,Rejected,444,Low,False
CUST_000098,FirstName98,LastName98,nyhtxikq@yahoo.com,+912239431290,1994-09-15,M,723174.8,BCTMI2314Q,417052652506,Ahmedabad,Rajasthan,444295,2024-11-10,Rejected,456,High,True
CUST_000099,FirstName99,LastName99,vyeiusqh@hotmail.com,,1951-11-20,M,1715227.39,WDNGX1108Q,763789193333,Chennai,Maharashtra,678388,2019-09-18,Pending,452,Medium,True
CUST_000100,FirstName100,LastName100,xpwdncja@yahoo.com,,1987-12-16,Male,,UFGFR8567X,176015355917,Hyderabad,Delhi,837920,2023-11-27,Pending,569,High,True
CUST_000101,FirstName101,LastName101,eqjqvnjx@outlook.com,,1954-02-17,Male,580730.79,EJSCF5177L,364196873663,Pune,Maharashtra,355506,2015-03-19,Rejected,464,Low,True
CUST_000102,FirstName102,LastName102,bobgeypo@gmail.com,+914137977236,1978-03-26,F,1321781.13,MESYP1366D,127137158762,Jaipur,Uttar Pradesh,817611,2021-03-20,Verified,481,Medium,True
CUST_000103,FirstName103,LastName103,pwntcrxo@gmail.com,+916865086376,1962-10-26,M,965880.91,GUXCP8643A,111687576121,Jaipur,Delhi,645009,2015-07-21,Verified,623,Medium,True
CUST_000104,FirstName104,LastName104,eqgwljhr@yahoo.com,+916887258874,1959-10-12,Female,1524408.38,WRTLS2138K,654483897088,Lucknow,Maharashtra,268546,2021-11-01,Verified,448,Medium,True
CUST_000105,FirstName105,LastName105,lbfcajzp@hotmail.com,+919027703843,1942-10-17,F,1307341.97,RIRZC4656K,428179490249,Mumbai,Delhi,194545,2023-05-24,Rejected,656,Medium,True
CUST_000106,FirstName106,LastName106,hpfyogkc@gmail.com,+918451848947,1964-10-16,F,,ZLLPA1416Q,461040860700,Hyderabad,Gujarat,470248,2023-09-01,Rejected,569,Low,True
CUST_000107,FirstName107,LastName107,ktioeifo@yahoo.com,+913733343333,1993-10-12,F,1602089.26,CBYMA8075Q,906687110685,Kolkata,Rajasthan,291755,2023-05-13,Verified,431,Low,True
CUST_000108,FirstName108,LastName108,lyajwuld@outlook.com,+915003691559,1995-05-06,Male,,LQJMF5564L,314887295013,Chennai,Delhi,855829,2019-04-18,Pending,690,Low,True
CUST_000109,FirstName109,LastName109,yduemzwn@hotmail.com,+917448906120,1953-05-16,M,1009738.67,IJPYG0615W,425987424000,Lucknow,Uttar Pradesh,283017,2019-06-11,Rejected,822,Medium,True
CUST_000110,FirstName110,LastName110,lcpmywqy@outlook.com,,1981-05-23,Male,1289692.95,JXUYT8762E,137826782572,Chennai,West Bengal,880009,2016-04-06,Pending,405,Low,False
CUST_000111,FirstName111,LastName111,oaktcger@outlook.com,+914334722820,1942-11-12,Male,1755634.05,LWYND8299L,812680257585,Jaipur,West Bengal,464032,2022-09-08,Verified,752,Medium,True
CUST_000112,FirstName112,LastName112,ghavwima@outlook.com,+917406493085,1952-07-18,Female,910553.74,,545448208680,Jaipur,West Bengal,532961,2018-02-06,Verified,596,Low,True
CUST_000113,FirstName113,LastName113,qhqeabne@gmail.com,+914427031207,1953-06-14,Male,1614305.61,MJSAC2046B,870234374441,Chennai,West Bengal,956949,2021-01-04,Rejected,554,Medium,True
CUST_000114,FirstName114,LastName114,ltalunzm@hotmail.com,+915208814743,1963-01-28,F,1951893.31,FKAUP6300P,878690022258,Bangalore,Telangana,908239,2016-04-06,Pending,393,High,True
CUST_000115,FirstName115,LastName115,yzqbqsud@yahoo.com,+915857306524,1997-01-16,Female,1206244.62,,970230807167,Ahmedabad,West Bengal,959222,2019-09-12,Pending,300,High,True
CUST_000116,FirstName116,LastName116,twqjqibz@outlook.com,+913878294565,1947-02-17,M,278799.07,YEACE0967N,519316588161,Hyderabad,Tamil Nadu,735388,2016-01-07,Rejected,803,Low,True
CUST_000117,FirstName117,LastName117,qjtxvubq@gmail.com,+911413811386,1952-04-17,F,1226049.8,,373334212413,Jaipur,Gujarat,629208,2020-11-06,Rejected,753,Medium,True
CUST_000118,FirstName118,LastName118,ozvkqvig@yahoo.com,+916845776004,1978-01-17,F,1988141.62,HHFWA4888P,353422655004,Mumbai,Rajasthan,472932,2017-03-09,Pending,555,Low,True
CUST_000119,FirstName119,LastName119,hoofcimm@gmail.com,+919409610556,1966-02-28,F,1545821.58,,635477431202,Chennai,Karnataka,152973,2021-08-25,Rejected,816,Low,True
CUST_000120,FirstName120,LastName120,hkdcobkc@outlook.com,+912278376938,1979-12-17,F,636167.17,GKSPC6655E,664489708841,Mumbai,West Bengal,277477,2020-10-27,Pending,449,Medium,True
CUST_000121,FirstName121,LastName121,fjtwcbyy@hotmail.com,+910514770538,1953-04-18,Male,1187840.1,,428892941828,Kolkata,Maharashtra,587546,2015-02-13,Rejected,577,High,True
CUST_000122,FirstName122,LastName122,rwawqgjz@gmail.com,+915798123878,1999-12-01,M,645305.85,NIJDI5543Z,921247027755,Mumbai,West Bengal,505977,2015-09-09,Verified,455,Medium,True
CUST_000123,FirstName123,LastName123,rcjypqfg@yahoo.com,+916495782329,1974-11-26,F,,HSNDZ2925B,973225889673,Bangalore,Telangana,980303,2017-12-01,Pending,723,Medium,True
CUST_000124,FirstName124,LastName124,tvqtdeda@hotmail.com,,1984-08-05,Female,1481634.43,JWMDE0604Y,464637223861,Chennai,Delhi,285679,2022-10-16,Rejected,632,Medium,True
CUST_000125,FirstName125,LastName125,lupvskyo@gmail.com,+918177038860,1975-07-17,M,541730.61,,859596718276,Ahmedabad,Delhi,857750,2023-02-06,Rejected,438,Medium,True
CUST_000126,FirstName126,LastName126,lepsflgr@yahoo.com,+911117518689,1950-07-18,Female,279030.95,EIWWE2206H,831148759467,Bangalore,Delhi,237962,2018-01-20,Pending,312,Medium,True
CUST_000127,FirstName127,LastName127,mupmfrll@gmail.com,+913849830220,1981-06-02,F,1736892.72,RVHYB6224Q,390671114408,Lucknow,Telangana,137581,2016-05-11,Pending,688,Low,True
CUST_000128,FirstName128,LastName128,vbmdwikf@yahoo.com,+919019817946,1978-06-09,Male,1868789.66,QMTMV9343A,139272395893,Delhi,Tamil Nadu,938403,2024-07-14,Verified,641,Medium,True
CUST_000129,FirstName129,LastName129,qafhuini@gmail.com,,1993-06-22,Female,1849093.5,URMQX8576Y,191779937264,Kolkata,Telangana,682145,2023-01-07,Rejected,639,Medium,True
CUST_000130,FirstName130,LastName130,hazqvokp@hotmail.com,+915046173574,1953-09-10,F,402016.29,UUXLA7823I,892180280155,Kolkata,Telangana,250255,2016-09-22,Verified,510,High,False
CUST_000131,FirstName131,LastName131,snayrpcm@gmail.com,+911840943533,1958-05-18,Male,1591016.78,RGDCY8813N,621846379997,Bangalore,West Bengal,701969,2018-03-03,Pending,646,High,True
CUST_000132,FirstName132,LastName132,dmrcblep@outlook.com,+919545381792,1945-12-15,M,1020051.51,SSLFF9456E,641253588695,Ahmedabad,Rajasthan,131734,2016-08-04,Pending,790,Medium,True
CUST_000133,FirstName133,LastName133,hjonksco@gmail.com,,1950-08-13,M,,VPUKU8321T,897225344154,Lucknow,Rajasthan,441183,2023-02-27,Pending,480,Medium,True
CUST_000134,FirstName134,LastName134,bcvujmrc@yahoo.com,+919022784699,1968-04-07,Male,,URXYS5190Q,936264250458,Bangalore,West Bengal,165442,2020-09-02,Verified,667,Low,True
CUST_000135,FirstName135,LastName135,wgskijjo@yahoo.com,+917238656242,1948-01-03,M,459192.6,,844478372512,Pune,Uttar Pradesh,959907,2022-07-12,Verified,490,Medium,True
CUST_000136,FirstName136,LastName136,pwgnkojz@outlook.com,+915197128478,1945-09-20,M,641416.35,,976511447323,Ahmedabad,Rajasthan,637566,2022-10-24,Pending,731,Medium,True
CUST_000137,FirstName137,LastName137,uhaxtsob@outlook.com,+919290490471,1948-09-03,Male,653691.75,,528041701674,Ahmedabad,Karnataka,938202,2023-01-11,Verified,448,High,True
CUST_000138,FirstName138,LastName138,emzuglqf@hotmail.com,+910410276747,1987-09-08,Female,,JGNKH7658S,167223068017,Jaipur,Telangana,985249,2021-10-21,Pending,643,Medium,True
CUST_000139,FirstName139,LastName139,crkuttpf@hotmail.com,+912580010618,1946-11-15,Male,594949.39,HEACY3911C,312860460287,Lucknow,Karnataka,216229,2017-05-10,Pending,377,High,True
CUST_000140,FirstName140,LastName140,zurruguh@gmail.com,+916650442717,1999-04-20,Female,521195.91,MDUFR7410B,510569845276,Mumbai,Rajasthan,256085,2015-01-22,Pending,572,Low,True
